worker_id,skill,skill_match,distance,availability,experience,rating,workload,experience_score,rating_score,distance_score,workload_score,match_score,selected
529,Plumbing,1,4.2,1,20,4.5,3,1.0,0.9,0.79,0.7,91.8,1
530,Plumbing,1,1.26,0,4,4.5,2,0.2,0.9,0.937,0.8,72.74000000000001,0
531,Painting,1,8.14,1,8,3.3,9,0.4,0.6599999999999999,0.593,0.09999999999999998,73.46,0
532,Carpentry,1,16.15,1,20,4.2,7,1.0,0.8400000000000001,0.19250000000000012,0.30000000000000004,75.25,0
533,Carpentry,1,7.15,1,19,3.3,7,0.95,0.6599999999999999,0.6425,0.30000000000000004,81.94999999999999,0
534,Painting,1,9.16,0,13,4.5,0,0.65,0.9,0.542,1.0,71.33999999999999,1
535,Cleaning,0,13.67,1,14,4.3,6,0.7,0.86,0.3165,0.4,40.93,1
536,Carpentry,1,10.42,0,10,4.9,10,0.5,0.9800000000000001,0.479,0.0,59.38,0
537,Plumbing,1,17.3,1,11,3.1,1,0.55,0.62,0.135,0.9,73.4,0
538,Plumbing,1,17.39,1,2,3.1,0,0.1,0.62,0.13049999999999995,1.0,69.81,1
539,Electrical,1,0.69,1,9,3.6,2,0.45,0.72,0.9655,0.8,89.01,1
540,Carpentry,1,15.67,1,17,3.5,3,0.85,0.7,0.21650000000000003,0.7,76.82999999999998,1
541,Cleaning,1,9.48,1,3,3.5,5,0.15,0.7,0.526,0.5,74.02,0
542,Painting,1,19.78,1,6,4.8,9,0.3,0.96,0.010999999999999899,0.09999999999999998,63.82,1
543,Painting,1,9.92,1,5,3.5,4,0.25,0.7,0.504,0.6,75.58,1
544,Cleaning,1,19.74,1,5,3.5,3,0.25,0.7,0.013000000000000123,0.7,66.75999999999999,0
545,Gardening,1,15.21,1,15,4.5,7,0.75,0.9,0.23949999999999994,0.30000000000000004,74.29,1
546,Electrical,0,5.35,1,17,3.9,10,0.85,0.78,0.7325,0.0,45.95,0
547,Painting,1,11.0,0,9,4.6,3,0.45,0.9199999999999999,0.44999999999999996,0.7,64.69999999999999,1
548,Carpentry,1,19.85,1,3,3.1,9,0.15,0.62,0.007499999999999951,0.09999999999999998,58.85,0
549,Electrical,1,17.22,0,20,4.0,1,1.0,0.8,0.139,0.9,64.78,1
550,Carpentry,0,2.4,1,17,3.1,2,0.85,0.62,0.88,0.8,55.300000000000004,0
551,Plumbing,1,14.27,1,10,3.1,5,0.5,0.62,0.2865,0.5,71.93,1
552,Electrical,1,7.24,1,3,4.8,7,0.15,0.96,0.638,0.30000000000000004,76.86,0
553,Painting,1,0.64,1,18,3.3,7,0.9,0.6599999999999999,0.968,0.30000000000000004,87.96,1
554,Electrical,1,8.37,1,18,4.1,10,0.9,0.82,0.5815,0.0,78.82999999999998,1
555,Electrical,1,5.08,1,17,3.8,8,0.85,0.76,0.746,0.19999999999999996,83.02000000000001,0
556,Electrical,1,16.47,1,3,3.7,6,0.15,0.74,0.1765000000000001,0.4,66.43,1
557,Gardening,0,7.08,1,3,4.8,1,0.15,0.96,0.646,0.9,48.02,0
558,Electrical,1,16.64,0,6,3.0,7,0.3,0.6,0.16799999999999993,0.30000000000000004,50.35999999999999,1
559,Carpentry,1,0.51,1,13,4.3,6,0.65,0.86,0.9745,0.4,88.59,1
560,Plumbing,0,6.5,1,15,4.9,7,0.75,0.9800000000000001,0.675,0.30000000000000004,48.80000000000001,1
561,Cleaning,1,5.2,1,9,4.1,2,0.45,0.82,0.74,0.8,85.5,1
562,Electrical,1,5.05,1,4,4.9,6,0.2,0.9800000000000001,0.7475,0.4,80.75,1
563,Painting,1,1.83,1,14,3.1,9,0.7,0.62,0.9085,0.09999999999999998,82.36999999999999,1
564,Electrical,1,4.15,0,5,3.8,8,0.25,0.76,0.7925,0.19999999999999996,62.949999999999996,1
565,Painting,1,11.33,1,2,3.5,2,0.1,0.7,0.4335,0.8,74.66999999999999,1
566,Carpentry,0,6.18,1,11,4.5,9,0.55,0.9,0.6910000000000001,0.09999999999999998,44.32000000000001,1
567,Painting,0,8.64,1,9,5.0,5,0.45,1.0,0.568,0.5,45.85999999999999,0
568,Cleaning,1,7.85,1,3,3.5,1,0.15,0.7,0.6075,0.9,79.64999999999999,1
569,Plumbing,1,17.58,1,9,4.3,1,0.45,0.86,0.12100000000000011,0.9,74.52,0
570,Painting,1,18.15,0,3,3.4,4,0.15,0.6799999999999999,0.09250000000000003,0.6,51.150000000000006,1
571,Painting,1,10.11,1,2,4.1,4,0.1,0.82,0.49450000000000005,0.6,75.08999999999999,1
572,Plumbing,1,6.94,1,12,3.9,6,0.6,0.78,0.653,0.4,80.86000000000001,1
573,Cleaning,1,2.58,0,10,4.9,1,0.5,0.9800000000000001,0.871,0.9,76.22,1
574,Electrical,1,19.09,1,9,4.2,10,0.45,0.8400000000000001,0.045499999999999985,0.0,63.81000000000001,1
575,Painting,1,1.67,1,15,3.7,6,0.75,0.74,0.9165,0.4,87.22999999999999,1
576,Plumbing,1,6.3,1,8,3.2,4,0.4,0.64,0.685,0.6,80.10000000000002,0
577,Carpentry,1,6.31,1,5,3.3,5,0.25,0.6599999999999999,0.6845,0.5,77.79,1
578,Plumbing,1,6.75,0,11,3.5,7,0.55,0.7,0.6625,0.30000000000000004,63.74999999999999,0
579,Carpentry,0,3.7,1,2,3.5,9,0.1,0.7,0.815,0.09999999999999998,40.300000000000004,0
580,Cleaning,1,15.77,0,15,4.7,3,0.75,0.9400000000000001,0.21150000000000002,0.7,63.129999999999995,1
581,Electrical,1,2.89,1,6,4.1,6,0.3,0.82,0.8554999999999999,0.4,82.31,1
582,Plumbing,0,12.88,0,8,4.0,5,0.4,0.8,0.356,0.5,24.12,1
583,Gardening,1,2.91,1,5,3.2,9,0.25,0.64,0.8545,0.09999999999999998,76.99000000000001,1
584,Painting,0,1.88,1,16,4.7,1,0.8,0.9400000000000001,0.906,0.9,59.52,1
585,Cleaning,1,18.23,1,18,4.4,7,0.9,0.8800000000000001,0.08850000000000002,0.30000000000000004,72.57000000000001,1
586,Plumbing,1,4.21,1,6,3.1,9,0.3,0.62,0.7895,0.09999999999999998,75.99000000000001,1
587,Painting,1,16.51,1,5,4.4,8,0.25,0.8800000000000001,0.17449999999999988,0.19999999999999996,66.78999999999999,1
588,Plumbing,0,11.12,1,16,4.1,4,0.8,0.82,0.44400000000000006,0.6,46.080000000000005,0
589,Carpentry,1,2.02,1,13,3.2,9,0.65,0.64,0.899,0.09999999999999998,81.88000000000002,1
590,Plumbing,1,19.13,0,5,3.9,3,0.25,0.78,0.043500000000000094,0.7,53.17000000000001,1
591,Gardening,1,5.32,1,13,4.0,5,0.65,0.8,0.734,0.5,84.18,1
592,Plumbing,1,17.26,1,17,3.3,7,0.85,0.6599999999999999,0.1369999999999999,0.30000000000000004,70.83999999999999,1
593,Plumbing,0,3.79,1,18,4.9,10,0.9,0.9800000000000001,0.8105,0.0,50.01000000000001,1
594,Gardening,1,17.15,1,8,4.7,2,0.4,0.9400000000000001,0.14250000000000007,0.8,74.25,1
595,Cleaning,1,0.76,1,13,4.3,9,0.65,0.86,0.962,0.09999999999999998,85.34,0
596,Plumbing,1,10.48,1,19,3.9,10,0.95,0.78,0.476,0.0,76.82,1
597,Gardening,0,15.5,0,3,3.8,10,0.15,0.76,0.22499999999999998,0.0,13.600000000000001,0
598,Painting,0,18.73,0,8,4.3,0,0.4,0.86,0.0635,1.0,23.87,0
599,Carpentry,0,18.23,1,2,4.1,3,0.1,0.82,0.08850000000000002,0.7,32.97,0
600,Carpentry,1,16.48,1,8,3.1,3,0.4,0.62,0.17599999999999993,0.7,70.72,1
601,Plumbing,1,17.82,0,13,4.0,0,0.65,0.8,0.10899999999999999,1.0,61.67999999999999,1
602,Cleaning,1,4.38,1,13,4.6,8,0.65,0.9199999999999999,0.781,0.19999999999999996,83.32000000000001,1
603,Cleaning,1,6.04,1,1,3.9,2,0.05,0.78,0.698,0.8,80.25999999999999,1
604,Painting,1,6.13,1,6,3.1,4,0.3,0.62,0.6935,0.6,79.07000000000002,1
605,Plumbing,1,7.85,1,19,4.6,5,0.95,0.9199999999999999,0.6075,0.5,85.85,1
606,Carpentry,1,8.17,0,16,3.4,7,0.8,0.6799999999999999,0.5915,0.30000000000000004,64.63,1
607,Cleaning,0,11.12,1,8,3.5,5,0.4,0.7,0.44400000000000006,0.5,39.88,0
608,Plumbing,1,3.62,1,1,3.3,2,0.05,0.6599999999999999,0.819,0.8,81.47999999999999,1
609,Cleaning,1,13.98,1,16,3.7,5,0.8,0.74,0.30099999999999993,0.5,76.41999999999999,1
610,Gardening,0,3.77,1,9,4.5,0,0.45,0.9,0.8115,1.0,54.730000000000004,0
611,Cleaning,1,6.55,1,13,4.0,3,0.65,0.8,0.6725,0.7,84.95,1
612,Carpentry,1,10.32,1,11,3.4,5,0.55,0.6799999999999999,0.484,0.5,76.98,0
613,Electrical,1,16.03,1,13,4.8,6,0.65,0.96,0.1984999999999999,0.4,74.07000000000001,1
614,Painting,1,14.92,1,10,4.8,10,0.5,0.96,0.254,0.0,69.67999999999999,1
615,Painting,1,13.09,1,4,4.7,10,0.2,0.9400000000000001,0.34550000000000003,0.0,68.30999999999999,0
616,Carpentry,1,3.54,1,6,3.5,9,0.3,0.7,0.823,0.09999999999999998,77.46,0
617,Cleaning,1,11.17,0,7,3.9,2,0.35,0.78,0.4415,0.8,63.129999999999995,1
618,Plumbing,1,2.21,0,5,5.0,8,0.25,1.0,0.8895,0.19999999999999996,67.29,1
619,Cleaning,1,7.86,1,11,4.5,6,0.55,0.9,0.607,0.4,80.64,1
620,Carpentry,1,8.56,1,13,3.1,0,0.65,0.62,0.572,1.0,84.14,1
621,Painting,1,1.28,1,19,3.1,1,0.95,0.62,0.9359999999999999,0.9,93.42,1
622,Cleaning,1,5.84,0,10,3.9,0,0.5,0.78,0.708,1.0,71.96,1
623,Painting,1,19.14,1,10,4.8,10,0.5,0.96,0.04299999999999993,0.0,65.46,1
624,Plumbing,0,19.1,1,11,4.1,8,0.55,0.82,0.04499999999999993,0.19999999999999996,31.6,0
625,Painting,0,7.37,1,7,4.0,8,0.35,0.8,0.6315,0.19999999999999996,41.13,1
626,Painting,0,1.34,1,18,3.2,6,0.9,0.64,0.933,0.4,53.06000000000001,1
627,Electrical,1,3.99,0,4,4.3,9,0.2,0.86,0.8005,0.09999999999999998,62.61,1
628,Electrical,1,8.15,1,2,4.6,2,0.1,0.9199999999999999,0.5925,0.8,80.05,1
629,Gardening,1,18.98,1,14,3.8,4,0.7,0.76,0.050999999999999934,0.6,71.61999999999999,1
630,Electrical,1,3.25,1,13,4.6,3,0.65,0.9199999999999999,0.8375,0.7,89.44999999999999,1
631,Painting,1,15.39,1,12,4.9,6,0.6,0.9800000000000001,0.23049999999999993,0.4,74.40999999999998,1
632,Carpentry,1,2.62,1,7,3.4,8,0.35,0.6799999999999999,0.869,0.19999999999999996,79.68,0
633,Painting,0,19.63,1,2,4.0,1,0.1,0.8,0.018500000000000072,0.9,33.370000000000005,0
634,Carpentry,1,7.94,0,13,3.6,7,0.65,0.72,0.603,0.30000000000000004,63.75999999999999,1
635,Carpentry,1,15.62,1,14,4.6,8,0.7,0.9199999999999999,0.21900000000000008,0.19999999999999996,72.57999999999998,1
636,Electrical,1,7.18,1,17,4.2,9,0.85,0.8400000000000001,0.641,0.09999999999999998,80.72,1
637,Cleaning,1,12.74,0,9,4.3,9,0.45,0.86,0.363,0.09999999999999998,56.36,1
638,Plumbing,1,4.24,0,17,4.6,8,0.85,0.9199999999999999,0.788,0.19999999999999996,70.46,1
639,Electrical,0,3.35,1,8,3.8,9,0.4,0.76,0.8325,0.09999999999999998,44.25000000000001,0
640,Electrical,0,18.79,0,2,4.8,6,0.1,0.96,0.0605,0.4,15.810000000000002,0
641,Cleaning,0,18.39,1,13,4.1,8,0.65,0.82,0.08050000000000002,0.19999999999999996,33.31,0
642,Plumbing,1,17.81,1,3,3.3,8,0.15,0.6599999999999999,0.10950000000000004,0.19999999999999996,62.29,1
643,Painting,1,12.7,1,16,4.4,2,0.8,0.8800000000000001,0.365,0.8,82.10000000000002,1
644,Gardening,1,16.26,1,6,4.6,3,0.3,0.9199999999999999,0.18699999999999994,0.7,72.94,1
645,Gardening,0,1.85,1,19,3.6,1,0.95,0.72,0.9075,0.9,58.85,1
646,Painting,1,7.03,1,7,4.7,9,0.35,0.9400000000000001,0.6485,0.09999999999999998,76.87,0
647,Electrical,1,6.62,0,10,4.8,2,0.5,0.96,0.669,0.8,70.98,1
648,Plumbing,1,12.9,1,9,3.6,10,0.45,0.72,0.355,0.0,68.8,1
649,Electrical,1,7.44,1,2,5.0,10,0.1,1.0,0.628,0.0,73.56,0
650,Carpentry,1,3.4,1,15,3.3,4,0.75,0.6599999999999999,0.8300000000000001,0.6,86.7,1
651,Electrical,1,12.13,0,5,3.4,4,0.25,0.6799999999999999,0.39349999999999996,0.6,58.16999999999999,1
652,Electrical,1,16.38,1,4,3.4,5,0.2,0.6799999999999999,0.18100000000000005,0.5,67.42,1
653,Painting,1,7.95,0,20,4.8,6,1.0,0.96,0.6025,0.4,70.65,1
654,Painting,1,3.08,0,4,4.3,6,0.2,0.86,0.846,0.4,66.52,0
655,Painting,1,4.34,1,18,3.3,0,0.9,0.6599999999999999,0.783,1.0,91.25999999999999,1
656,Gardening,1,5.13,1,4,3.9,1,0.2,0.78,0.7435,0.9,83.67000000000002,1
657,Carpentry,1,6.35,0,17,4.2,8,0.85,0.8400000000000001,0.6825,0.19999999999999996,67.55,1
658,Painting,1,13.03,0,12,3.2,9,0.6,0.64,0.34850000000000003,0.09999999999999998,55.37,1
659,Plumbing,1,12.22,0,17,4.8,1,0.85,0.96,0.389,0.9,69.87999999999998,1
660,Gardening,1,14.07,1,10,4.6,5,0.5,0.9199999999999999,0.2965,0.5,75.13000000000001,1
661,Cleaning,1,7.57,0,1,4.0,10,0.05,0.8,0.6214999999999999,0.0,55.92999999999999,1
662,Plumbing,1,16.57,0,18,4.9,10,0.9,0.9800000000000001,0.17149999999999999,0.0,57.230000000000004,0
663,Plumbing,1,4.48,1,18,3.8,0,0.9,0.76,0.776,1.0,92.11999999999999,1
664,Painting,1,9.65,1,14,5.0,2,0.7,1.0,0.5175,0.8,85.35,1
665,Cleaning,1,16.12,1,15,4.3,1,0.75,0.86,0.19399999999999995,0.9,78.97999999999999,1
666,Cleaning,1,4.01,1,12,4.3,2,0.6,0.86,0.7995,0.8,88.58999999999999,1
667,Gardening,1,2.64,0,4,3.3,4,0.2,0.6599999999999999,0.868,0.6,66.96,1
668,Cleaning,1,17.73,1,3,4.8,10,0.15,0.96,0.11349999999999993,0.0,63.36999999999999,1
669,Carpentry,1,7.19,1,20,3.9,9,1.0,0.78,0.6405,0.09999999999999998,81.61,1
670,Painting,1,13.84,1,12,3.3,5,0.6,0.6599999999999999,0.30800000000000005,0.5,73.75999999999999,1
671,Cleaning,1,0.99,1,7,3.0,8,0.35,0.6,0.9505,0.19999999999999996,80.51000000000002,1
672,Gardening,1,13.96,1,11,4.1,10,0.55,0.82,0.30199999999999994,0.0,69.74000000000001,0
673,Carpentry,1,6.66,1,1,4.1,9,0.05,0.82,0.667,0.09999999999999998,73.03999999999999,1
674,Electrical,1,1.59,0,6,4.4,3,0.3,0.8800000000000001,0.9205,0.7,72.21000000000001,1
675,Electrical,1,12.39,1,15,4.8,6,0.75,0.96,0.38049999999999995,0.4,78.71000000000001,1
676,Carpentry,0,5.2,1,15,3.2,5,0.75,0.64,0.74,0.5,48.699999999999996,1
677,Gardening,1,8.04,1,19,4.5,1,0.95,0.9,0.5980000000000001,0.9,89.46,1
678,Carpentry,1,2.07,1,11,3.4,9,0.55,0.6799999999999999,0.8965,0.09999999999999998,81.23,1
679,Painting,1,3.37,0,2,4.7,10,0.1,0.9400000000000001,0.8315,0.0,62.029999999999994,0
680,Painting,1,6.31,1,14,4.6,10,0.7,0.9199999999999999,0.6845,0.0,79.89,0
681,Electrical,1,2.25,1,2,4.1,10,0.1,0.82,0.8875,0.0,76.95,0
682,Cleaning,1,18.26,1,4,4.4,7,0.2,0.8800000000000001,0.08699999999999997,0.30000000000000004,65.53999999999999,1
683,Gardening,1,0.62,1,17,3.6,6,0.85,0.72,0.969,0.4,89.08,1
684,Electrical,1,9.94,1,3,3.9,6,0.15,0.78,0.503,0.4,73.36,1
685,Cleaning,0,2.9,1,13,4.6,7,0.65,0.9199999999999999,0.855,0.30000000000000004,50.8,0
686,Cleaning,1,6.5,1,9,3.9,10,0.45,0.78,0.675,0.0,75.8,1
687,Painting,0,18.56,1,7,3.7,0,0.35,0.74,0.07200000000000006,1.0,37.34,0
688,Plumbing,1,3.65,1,15,4.0,0,0.75,0.8,0.8175,1.0,91.85,1
689,Plumbing,1,19.33,1,11,4.7,7,0.55,0.9400000000000001,0.033500000000000085,0.30000000000000004,68.57000000000001,0
690,Carpentry,1,4.51,1,20,3.7,3,1.0,0.74,0.7745,0.7,89.88999999999999,1
691,Painting,1,14.96,0,2,3.3,4,0.1,0.6599999999999999,0.252,0.6,53.64,1
692,Cleaning,0,11.16,1,15,4.4,7,0.75,0.8800000000000001,0.44199999999999995,0.30000000000000004,43.14000000000001,0
693,Gardening,1,17.75,1,14,4.7,4,0.7,0.9400000000000001,0.11250000000000004,0.6,74.64999999999999,1
694,Plumbing,1,11.3,1,20,3.2,9,1.0,0.64,0.43499999999999994,0.09999999999999998,76.1,1
695,Cleaning,1,10.92,1,11,3.5,3,0.55,0.7,0.45399999999999996,0.7,78.58,1
696,Plumbing,1,4.31,1,3,3.3,5,0.15,0.6599999999999999,0.7845,0.5,78.79,1
697,Plumbing,1,3.74,0,17,3.7,4,0.85,0.74,0.813,0.6,73.15999999999998,1
698,Plumbing,0,18.37,1,12,3.9,6,0.6,0.78,0.0814999999999999,0.4,34.43000000000001,0
699,Gardening,1,6.89,1,15,4.5,9,0.75,0.9,0.6555,0.09999999999999998,80.61,1
700,Painting,1,7.76,1,16,4.3,6,0.8,0.86,0.612,0.4,82.83999999999999,1
701,Gardening,1,15.32,0,5,4.2,3,0.25,0.8400000000000001,0.23399999999999999,0.7,57.58,1
702,Electrical,1,7.11,1,20,3.7,4,1.0,0.74,0.6445,0.6,86.29,1
703,Cleaning,0,19.07,1,6,4.7,2,0.3,0.9400000000000001,0.046499999999999986,0.8,36.33,0
704,Painting,1,14.89,0,19,3.9,3,0.95,0.78,0.25549999999999995,0.7,64.41,1
705,Painting,0,12.15,1,5,5.0,3,0.25,1.0,0.39249999999999996,0.7,42.35,0
706,Painting,1,17.68,1,3,4.3,2,0.15,0.86,0.11599999999999999,0.8,70.41999999999999,0
707,Painting,1,1.47,0,1,3.3,9,0.05,0.6599999999999999,0.9265,0.09999999999999998,61.629999999999995,1
708,Gardening,1,5.51,1,6,4.4,4,0.3,0.8800000000000001,0.7245,0.6,82.29000000000002,1
709,Painting,1,9.57,1,15,3.7,4,0.75,0.74,0.5215,0.6,81.32999999999998,1
710,Carpentry,1,4.93,1,2,4.4,10,0.1,0.8800000000000001,0.7535000000000001,0.0,74.87000000000002,1
711,Cleaning,1,15.01,1,3,3.1,6,0.15,0.62,0.24950000000000006,0.4,66.69,0
712,Painting,1,18.42,0,17,3.3,3,0.85,0.6599999999999999,0.07899999999999996,0.7,58.679999999999986,0
713,Cleaning,0,8.76,0,12,4.7,3,0.6,0.9400000000000001,0.562,0.7,33.64,0
714,Carpentry,1,7.17,0,18,3.5,8,0.9,0.7,0.6415,0.19999999999999996,65.82999999999998,1
715,Carpentry,1,19.25,0,15,4.7,5,0.75,0.9400000000000001,0.03749999999999998,0.5,57.65,1
716,Cleaning,1,9.17,1,12,3.6,3,0.6,0.72,0.5415,0.7,81.02999999999997,0
717,Plumbing,1,10.04,1,16,4.3,1,0.8,0.86,0.498,0.9,85.55999999999999,1
718,Electrical,1,7.36,1,8,4.4,5,0.4,0.8800000000000001,0.632,0.5,80.44,0
719,Plumbing,1,18.24,1,14,4.0,1,0.7,0.8,0.08800000000000008,0.9,75.75999999999999,1
720,Plumbing,1,11.59,0,17,3.6,4,0.85,0.72,0.4205,0.6,65.11,0
721,Gardening,1,15.36,1,8,3.4,5,0.4,0.6799999999999999,0.23199999999999998,0.5,70.44,0
722,Plumbing,1,16.33,1,15,3.1,3,0.75,0.62,0.1835000000000001,0.7,74.36999999999999,1
723,Painting,1,7.17,0,14,3.6,2,0.7,0.72,0.6415,0.8,70.02999999999999,1
724,Gardening,1,8.96,1,18,4.3,6,0.9,0.86,0.5519999999999999,0.4,82.63999999999999,1
725,Gardening,0,17.05,1,20,4.9,1,1.0,0.9800000000000001,0.14749999999999996,0.9,46.75,1
726,Carpentry,1,7.58,1,7,4.7,10,0.35,0.9400000000000001,0.621,0.0,75.32,0
727,Plumbing,1,15.98,1,3,4.5,5,0.15,0.9,0.20099999999999996,0.5,69.52000000000001,1
728,Carpentry,1,18.85,1,12,4.6,3,0.6,0.9199999999999999,0.057499999999999885,0.7,73.34999999999998,0
729,Cleaning,1,12.65,1,3,4.3,5,0.15,0.86,0.36749999999999994,0.5,72.45,1
730,Electrical,0,14.96,1,20,3.5,3,1.0,0.7,0.252,0.7,44.04,0
731,Gardening,1,16.2,1,14,4.8,3,0.7,0.96,0.19000000000000006,0.7,77.39999999999999,1
732,Cleaning,1,16.98,1,15,4.3,3,0.75,0.86,0.15100000000000002,0.7,76.11999999999999,0
733,Cleaning,0,8.2,1,14,4.1,8,0.7,0.82,0.5900000000000001,0.19999999999999996,44.00000000000001,1
734,Painting,0,1.5,1,7,3.2,6,0.35,0.64,0.925,0.4,47.4,0
735,Electrical,1,8.34,1,17,3.9,2,0.85,0.78,0.583,0.8,85.96,1
736,Cleaning,1,13.64,1,12,3.9,2,0.6,0.78,0.31799999999999995,0.8,78.16000000000001,0
737,Cleaning,0,9.28,1,20,4.7,5,1.0,0.9400000000000001,0.536,0.5,50.12,1
738,Electrical,1,15.1,0,4,4.1,5,0.2,0.82,0.245,0.5,55.1,0
739,Electrical,1,7.46,1,9,3.8,3,0.45,0.76,0.627,0.7,81.63999999999999,1
740,Cleaning,1,12.88,1,6,5.0,8,0.3,1.0,0.356,0.19999999999999996,72.11999999999999,1
741,Electrical,1,4.14,1,16,3.2,3,0.8,0.64,0.793,0.7,87.25999999999999,1
742,Cleaning,1,15.11,0,2,3.8,8,0.1,0.76,0.24450000000000005,0.19999999999999996,50.49,1
743,Cleaning,1,11.14,1,8,3.1,3,0.4,0.62,0.44299999999999995,0.7,76.06,1
744,Painting,1,4.48,1,11,4.5,1,0.55,0.9,0.776,0.9,89.02,1
745,Plumbing,1,6.19,1,13,4.8,1,0.65,0.96,0.6905,0.9,88.91,1
746,Cleaning,1,15.1,1,17,3.6,4,0.85,0.72,0.245,0.6,76.59999999999998,0
747,Carpentry,1,9.91,1,8,4.7,3,0.4,0.9400000000000001,0.5045,0.7,80.49,1
748,Gardening,1,4.71,1,18,3.6,6,0.9,0.72,0.7645,0.4,85.49,1
749,Plumbing,1,19.36,1,18,4.8,10,0.9,0.96,0.03200000000000003,0.0,69.24,0
750,Plumbing,0,14.44,0,14,4.5,4,0.7,0.9,0.278,0.6,27.560000000000002,0
751,Plumbing,1,19.16,1,15,4.6,5,0.75,0.9199999999999999,0.04200000000000004,0.5,72.53999999999999,1
752,Painting,1,8.83,0,6,3.0,9,0.3,0.6,0.5585,0.09999999999999998,56.17000000000001,0
753,Cleaning,1,9.76,1,11,4.9,3,0.55,0.9800000000000001,0.512,0.7,82.53999999999999,1
754,Painting,1,18.01,0,13,4.5,1,0.65,0.9,0.09949999999999992,0.9,61.48999999999999,1
755,Cleaning,1,10.74,0,1,3.6,9,0.05,0.72,0.46299999999999997,0.09999999999999998,52.959999999999994,1
756,Painting,1,14.29,0,6,4.7,8,0.3,0.9400000000000001,0.2855000000000001,0.19999999999999996,55.11000000000001,0
757,Painting,1,5.42,0,9,3.6,9,0.45,0.72,0.729,0.09999999999999998,62.28,1
758,Gardening,1,9.21,1,8,4.7,6,0.4,0.9400000000000001,0.5395,0.4,78.19,1
759,Carpentry,0,2.91,1,11,3.2,3,0.55,0.64,0.8545,0.7,50.99,0
760,Painting,0,4.52,1,19,4.4,2,0.95,0.8800000000000001,0.774,0.8,56.78000000000001,0
761,Gardening,1,0.52,0,9,4.1,9,0.45,0.82,0.974,0.09999999999999998,68.17999999999999,1
762,Electrical,1,1.27,0,17,3.2,2,0.85,0.64,0.9365,0.8,76.63,1
763,Carpentry,1,19.56,0,12,3.5,8,0.6,0.7,0.02200000000000002,0.19999999999999996,50.44,1
764,Painting,0,5.23,0,14,3.0,4,0.7,0.6,0.7384999999999999,0.6,33.77,1
765,Plumbing,1,13.43,1,15,3.9,2,0.75,0.78,0.3285,0.8,79.87000000000002,1
766,Electrical,0,16.86,0,16,3.6,4,0.8,0.72,0.15700000000000003,0.6,24.34,0
767,Electrical,0,11.24,1,20,4.2,1,1.0,0.8400000000000001,0.43799999999999994,0.9,51.160000000000004,0
768,Gardening,0,3.49,0,1,3.6,10,0.05,0.72,0.8255,0.0,24.210000000000004,1
769,Electrical,1,14.7,0,10,3.6,3,0.5,0.72,0.265,0.7,59.499999999999986,1
770,Carpentry,1,12.2,1,8,4.5,9,0.4,0.9,0.39,0.09999999999999998,71.8,0
771,Painting,1,14.76,1,18,3.1,1,0.9,0.62,0.262,0.9,79.43999999999998,1
772,Painting,1,15.51,0,1,4.8,1,0.05,0.96,0.22450000000000003,0.9,58.589999999999996,0
773,Plumbing,0,19.52,0,2,4.7,7,0.1,0.9400000000000001,0.02400000000000002,0.30000000000000004,13.880000000000003,0
774,Gardening,1,11.68,1,1,4.3,0,0.05,0.86,0.41600000000000004,1.0,77.41999999999999,1
775,Plumbing,1,7.16,0,1,4.2,6,0.05,0.8400000000000001,0.642,0.4,60.74,0
776,Electrical,1,13.15,0,9,4.8,4,0.45,0.96,0.3425,0.6,61.949999999999996,1
777,Plumbing,0,1.83,1,13,3.4,10,0.65,0.6799999999999999,0.9085,0.0,46.47,0
778,Carpentry,1,18.0,1,1,3.2,7,0.05,0.64,0.09999999999999998,0.30000000000000004,61.9,0
779,Painting,1,2.83,1,13,3.5,0,0.65,0.7,0.8585,1.0,90.67,1
780,Electrical,1,6.89,1,20,4.6,10,1.0,0.9199999999999999,0.6555,0.0,82.30999999999999,1
781,Plumbing,1,16.41,1,7,3.1,6,0.35,0.62,0.1795,0.4,67.29,0
782,Gardening,0,12.15,1,2,4.2,4,0.1,0.8400000000000001,0.39249999999999996,0.6,38.25,0
783,Carpentry,1,8.18,1,6,5.0,3,0.3,1.0,0.591,0.7,81.82,1
784,Carpentry,0,9.73,1,7,4.7,6,0.35,0.9400000000000001,0.5135,0.4,42.169999999999995,0
785,Plumbing,1,17.16,0,14,4.0,9,0.7,0.8,0.14200000000000002,0.09999999999999998,53.839999999999996,1
786,Painting,1,7.13,1,18,3.1,1,0.9,0.62,0.6435,0.9,87.07,0
787,Plumbing,0,17.46,1,15,4.7,0,0.75,0.9400000000000001,0.127,1.0,44.440000000000005,1
788,Electrical,1,2.22,1,2,4.2,0,0.1,0.8400000000000001,0.889,1.0,87.18,1
789,Plumbing,1,15.65,1,10,3.2,10,0.5,0.64,0.21750000000000003,0.0,65.75,1
790,Carpentry,0,17.03,1,12,3.2,0,0.6,0.64,0.14849999999999997,1.0,40.37,1
791,Plumbing,1,4.05,0,17,4.8,4,0.85,0.96,0.7975,0.6,75.05,1
792,Painting,1,8.89,1,8,4.3,9,0.4,0.86,0.5555,0.09999999999999998,74.71,1
793,Gardening,1,3.73,0,11,4.7,6,0.55,0.9400000000000001,0.8135,0.4,70.17,1
794,Cleaning,1,14.28,1,3,4.8,1,0.15,0.96,0.28600000000000003,0.9,75.82,1
